timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1708703706777,7352,B_0-171,200,OK,Thread Group 1-27,text,true,,2277,445,100,100,https://blazedemo.com/,7351,0,5066
1708703706692,8990,B_0,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-25,,true,,2329,445,100,100,null,0,41,8563
1708703706733,8990,B_0-171,200,OK,Thread Group 1-25,text,true,,2329,445,100,100,https://blazedemo.com/,8987,0,8563
1708703712356,408,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-60,,true,,2484,626,100,100,null,0,4009,0
1708703716363,408,B_1-127,200,OK,Thread Group 1-60,text,true,,2484,626,100,100,https://blazedemo.com/reserve.php,400,0,0
1708703712339,476,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-64,,true,,2409,626,100,100,null,0,4015,0
1708703716353,476,B_1-127,200,OK,Thread Group 1-64,text,true,,2409,626,100,100,https://blazedemo.com/reserve.php,474,0,0
1708703712360,495,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-7,,true,,2335,626,100,100,null,0,4019,0
1708703716378,495,B_1-127,200,OK,Thread Group 1-7,text,true,,2335,626,100,100,https://blazedemo.com/reserve.php,486,0,0
1708703712394,475,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-37,,true,,2491,626,100,100,null,0,4052,0
1708703716445,475,B_1-127,200,OK,Thread Group 1-37,text,true,,2491,626,100,100,https://blazedemo.com/reserve.php,470,0,0
1708703712600,413,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-79,,true,,2330,626,100,100,null,0,4061,0
1708703716659,413,B_1-127,200,OK,Thread Group 1-79,text,true,,2330,626,100,100,https://blazedemo.com/reserve.php,413,0,0
1708703712627,389,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,2455,626,100,100,null,0,4091,0
1708703716716,389,B_1-127,200,OK,Thread Group 1-5,text,true,,2455,626,100,100,https://blazedemo.com/reserve.php,382,0,0
1708703712584,470,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-75,,true,,2444,626,100,100,null,0,4054,0
1708703716636,470,B_1-127,200,OK,Thread Group 1-75,text,true,,2444,626,100,100,https://blazedemo.com/reserve.php,470,0,0
1708703712660,438,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-72,,true,,2242,626,100,100,null,0,4024,0
1708703716682,438,B_1-127,200,OK,Thread Group 1-72,text,true,,2242,626,100,100,https://blazedemo.com/reserve.php,437,0,0
1708703712679,429,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-87,,true,,2271,626,100,100,null,0,4015,0
1708703712641,404,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,2322,626,100,100,null,0,4078,0
1708703716692,429,B_1-127,200,OK,Thread Group 1-87,text,true,,2271,626,100,100,https://blazedemo.com/reserve.php,427,0,0
1708703716718,404,B_1-127,200,OK,Thread Group 1-1,text,true,,2322,626,100,100,https://blazedemo.com/reserve.php,403,0,0
1708703712557,554,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-86,,true,,2411,626,100,100,null,0,4027,0
1708703716582,554,B_1-127,200,OK,Thread Group 1-86,text,true,,2411,626,100,100,https://blazedemo.com/reserve.php,554,0,0
1708703712594,539,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-57,,true,,2301,626,100,100,null,0,4024,0
1708703716616,539,B_1-127,200,OK,Thread Group 1-57,text,true,,2301,626,100,100,https://blazedemo.com/reserve.php,529,0,0
1708703712639,509,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-95,,true,,2326,626,100,100,null,0,4017,0
1708703716655,509,B_1-127,200,OK,Thread Group 1-95,text,true,,2326,626,100,100,https://blazedemo.com/reserve.php,500,0,0
1708703712540,544,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-76,,true,,2475,626,100,100,null,0,4082,0
1708703716620,544,B_1-127,200,OK,Thread Group 1-76,text,true,,2475,626,100,100,https://blazedemo.com/reserve.php,544,0,0
1708703712764,398,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-14,,true,,2374,626,100,100,null,0,4020,0
1708703712710,409,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-82,,true,,2395,626,100,100,null,0,4063,0
1708703716782,398,B_1-127,200,OK,Thread Group 1-14,text,true,,2374,626,100,100,https://blazedemo.com/reserve.php,398,0,0
1708703716771,409,B_1-127,200,OK,Thread Group 1-82,text,true,,2395,626,100,100,https://blazedemo.com/reserve.php,409,0,0
1708703712721,457,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-100,,true,,2381,626,100,100,null,0,4019,0
1708703716738,457,B_1-127,200,OK,Thread Group 1-100,text,true,,2381,626,100,100,https://blazedemo.com/reserve.php,457,0,0
1708703712711,402,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-43,,true,,2289,626,100,100,null,0,4098,0
1708703716808,402,B_1-127,200,OK,Thread Group 1-43,text,true,,2289,626,100,100,https://blazedemo.com/reserve.php,399,0,0
1708703712575,624,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-71,,true,,2260,626,100,100,null,0,4059,0
1708703712647,585,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-24,,true,,2367,626,100,100,null,0,4026,0
1708703716632,624,B_1-127,200,OK,Thread Group 1-71,text,true,,2260,626,100,100,https://blazedemo.com/reserve.php,624,0,0
1708703716671,585,B_1-127,200,OK,Thread Group 1-24,text,true,,2367,626,100,100,https://blazedemo.com/reserve.php,585,0,0
1708703712685,501,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-21,,true,,2321,626,100,100,null,0,4086,0
1708703716770,501,B_1-127,200,OK,Thread Group 1-21,text,true,,2321,626,100,100,https://blazedemo.com/reserve.php,425,0,0
1708703712760,514,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-42,,true,,2244,626,100,100,null,0,4013,0
1708703712818,432,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-73,,true,,2489,626,100,100,null,0,4037,0
1708703716772,514,B_1-127,200,OK,Thread Group 1-42,text,true,,2244,626,100,100,https://blazedemo.com/reserve.php,513,0,0
1708703716854,432,B_1-127,200,OK,Thread Group 1-73,text,true,,2489,626,100,100,https://blazedemo.com/reserve.php,431,0,0
1708703712742,457,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-19,,true,,2380,626,100,100,null,0,4101,0
1708703716841,457,B_1-127,200,OK,Thread Group 1-19,text,true,,2380,626,100,100,https://blazedemo.com/reserve.php,457,0,0
1708703712748,506,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-51,,true,,2349,626,100,100,null,0,4058,0
1708703716805,506,B_1-127,200,OK,Thread Group 1-51,text,true,,2349,626,100,100,https://blazedemo.com/reserve.php,495,0,0
1708703712702,547,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-85,,true,,2268,626,100,100,null,0,4068,0
1708703716768,547,B_1-127,200,OK,Thread Group 1-85,text,true,,2268,626,100,100,https://blazedemo.com/reserve.php,544,0,0
1708703712678,562,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-28,,true,,2421,626,100,100,null,0,4077,0
1708703716754,562,B_1-127,200,OK,Thread Group 1-28,text,true,,2421,626,100,100,https://blazedemo.com/reserve.php,557,0,0
1708703712748,533,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-8,,true,,2385,626,100,100,null,0,4049,0
1708703712864,421,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-46,,true,,2266,626,100,100,null,0,4045,0
1708703716795,533,B_1-127,200,OK,Thread Group 1-8,text,true,,2385,626,100,100,https://blazedemo.com/reserve.php,526,0,0
1708703716907,421,B_1-127,200,OK,Thread Group 1-46,text,true,,2266,626,100,100,https://blazedemo.com/reserve.php,414,0,0
1708703712727,508,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-22,,true,,2379,626,100,100,null,0,4095,0
1708703716821,508,B_1-127,200,OK,Thread Group 1-22,text,true,,2379,626,100,100,https://blazedemo.com/reserve.php,508,0,0
1708703712766,487,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-11,,true,,2322,626,100,100,null,0,4086,0
1708703716851,487,B_1-127,200,OK,Thread Group 1-11,text,true,,2322,626,100,100,https://blazedemo.com/reserve.php,487,0,0
1708703712448,837,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-33,,true,,2382,626,100,100,null,0,4068,0
1708703716515,837,B_1-127,200,OK,Thread Group 1-33,text,true,,2382,626,100,100,https://blazedemo.com/reserve.php,452,0,0
1708703712865,470,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-49,,true,,2346,626,100,100,null,0,4021,0
1708703716884,470,B_1-127,200,OK,Thread Group 1-49,text,true,,2346,626,100,100,https://blazedemo.com/reserve.php,469,0,0
1708703712726,551,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-32,,true,,2280,626,100,100,null,0,4084,0
1708703712865,469,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-44,,true,,2350,626,100,100,null,0,4027,0
1708703716809,551,B_1-127,200,OK,Thread Group 1-32,text,true,,2280,626,100,100,https://blazedemo.com/reserve.php,545,0,0
1708703716891,469,B_1-127,200,OK,Thread Group 1-44,text,true,,2350,626,100,100,https://blazedemo.com/reserve.php,465,0,0
1708703712779,509,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-96,,true,,2435,626,100,100,null,0,4079,0
1708703716857,509,B_1-127,200,OK,Thread Group 1-96,text,true,,2435,626,100,100,https://blazedemo.com/reserve.php,505,0,0
1708703712871,536,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-55,,true,,2330,626,100,100,null,0,4020,0
1708703716890,536,B_1-127,200,OK,Thread Group 1-55,text,true,,2330,626,100,100,https://blazedemo.com/reserve.php,534,0,0
1708703712922,465,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-90,,true,,2473,626,100,100,null,0,4043,0
1708703716963,465,B_1-127,200,OK,Thread Group 1-90,text,true,,2473,626,100,100,https://blazedemo.com/reserve.php,464,0,0
1708703712951,442,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-70,,true,,2429,626,100,100,null,0,4048,0
1708703716997,442,B_1-127,200,OK,Thread Group 1-70,text,true,,2429,626,100,100,https://blazedemo.com/reserve.php,442,0,0
1708703712867,509,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-50,,true,,2315,626,100,100,null,0,4079,0
1708703716944,509,B_1-127,200,OK,Thread Group 1-50,text,true,,2315,626,100,100,https://blazedemo.com/reserve.php,495,0,0
1708703712613,756,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-59,,true,,2466,626,100,100,null,0,4101,0
1708703716712,756,B_1-127,200,OK,Thread Group 1-59,text,true,,2466,626,100,100,https://blazedemo.com/reserve.php,742,0,0
1708703712931,518,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-80,,true,,2263,626,100,100,null,0,4021,0
1708703716951,518,B_1-127,200,OK,Thread Group 1-80,text,true,,2263,626,100,100,https://blazedemo.com/reserve.php,434,0,0
1708703712927,495,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-84,,true,,2345,626,100,100,null,0,4049,0
1708703716975,495,B_1-127,200,OK,Thread Group 1-84,text,true,,2345,626,100,100,https://blazedemo.com/reserve.php,495,0,0
1708703712634,777,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-26,,true,,2463,626,100,100,null,0,4073,0
1708703716706,777,B_1-127,200,OK,Thread Group 1-26,text,true,,2463,626,100,100,https://blazedemo.com/reserve.php,775,0,0
1708703712671,787,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-29,,true,,2308,626,100,100,null,0,4033,0
1708703716703,787,B_1-127,200,OK,Thread Group 1-29,text,true,,2308,626,100,100,https://blazedemo.com/reserve.php,786,0,0
1708703712647,783,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-20,,true,,2248,626,100,100,null,0,4063,0
1708703716709,783,B_1-127,200,OK,Thread Group 1-20,text,true,,2248,626,100,100,https://blazedemo.com/reserve.php,782,0,0
1708703712782,699,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-48,,true,,2426,626,100,100,null,0,4016,0
1708703716797,699,B_1-127,200,OK,Thread Group 1-48,text,true,,2426,626,100,100,https://blazedemo.com/reserve.php,694,0,0
1708703713033,435,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-15,,true,,2308,626,100,100,null,0,4038,0
1708703717069,435,B_1-127,200,OK,Thread Group 1-15,text,true,,2308,626,100,100,https://blazedemo.com/reserve.php,434,0,0
1708703712575,902,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-40,,true,,2295,626,100,100,null,0,4036,0
1708703716609,902,B_1-127,200,OK,Thread Group 1-40,text,true,,2295,626,100,100,https://blazedemo.com/reserve.php,527,0,0
1708703712722,712,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-93,,true,,2390,626,100,100,null,0,4082,0
1708703712750,695,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-62,,true,,2441,626,100,100,null,0,4071,0
1708703716802,712,B_1-127,200,OK,Thread Group 1-93,text,true,,2390,626,100,100,https://blazedemo.com/reserve.php,709,0,0
1708703716819,695,B_1-127,200,OK,Thread Group 1-62,text,true,,2441,626,100,100,https://blazedemo.com/reserve.php,692,0,0
1708703712981,508,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-54,,true,,2450,626,100,100,null,0,4040,0
1708703717019,508,B_1-127,200,OK,Thread Group 1-54,text,true,,2450,626,100,100,https://blazedemo.com/reserve.php,496,0,0
1708703712799,678,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-74,,true,,2343,626,100,100,null,0,4055,0
1708703716853,678,B_1-127,200,OK,Thread Group 1-74,text,true,,2343,626,100,100,https://blazedemo.com/reserve.php,675,0,0
1708703712650,806,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-66,,true,,2416,626,100,100,null,0,4079,0
1708703716728,806,B_1-127,200,OK,Thread Group 1-66,text,true,,2416,626,100,100,https://blazedemo.com/reserve.php,802,0,0
1708703712705,829,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-68,,true,,2348,626,100,100,null,0,4028,0
1708703712630,849,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-65,,true,,2384,626,100,100,null,0,4083,0
1708703716712,849,B_1-127,200,OK,Thread Group 1-65,text,true,,2384,626,100,100,https://blazedemo.com/reserve.php,849,0,0
1708703716732,829,B_1-127,200,OK,Thread Group 1-68,text,true,,2348,626,100,100,https://blazedemo.com/reserve.php,829,0,0
1708703713063,441,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-6,,true,,2386,626,100,100,null,0,4089,0
1708703712993,519,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-99,,true,,2405,626,100,100,null,0,4081,0
1708703717072,519,B_1-127,200,OK,Thread Group 1-99,text,true,,2405,626,100,100,https://blazedemo.com/reserve.php,519,0,0
1708703717150,441,B_1-127,200,OK,Thread Group 1-6,text,true,,2386,626,100,100,https://blazedemo.com/reserve.php,441,0,0
1708703712774,766,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-53,,true,,2441,626,100,100,null,0,4061,0
1708703716833,766,B_1-127,200,OK,Thread Group 1-53,text,true,,2441,626,100,100,https://blazedemo.com/reserve.php,766,0,0
1708703712634,895,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-36,,true,,2434,626,100,100,null,0,4078,0
1708703716711,895,B_1-127,200,OK,Thread Group 1-36,text,true,,2434,626,100,100,https://blazedemo.com/reserve.php,894,0,0
1708703713004,571,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2297,626,100,100,null,0,4048,0
1708703717050,571,B_1-127,200,OK,Thread Group 1-3,text,true,,2297,626,100,100,https://blazedemo.com/reserve.php,556,0,0
1708703712764,790,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-30,,true,,2287,626,100,100,null,0,4069,0
1708703716832,790,B_1-127,200,OK,Thread Group 1-30,text,true,,2287,626,100,100,https://blazedemo.com/reserve.php,709,0,0
1708703712757,830,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-83,,true,,2314,626,100,100,null,0,4036,0
1708703716792,830,B_1-127,200,OK,Thread Group 1-83,text,true,,2314,626,100,100,https://blazedemo.com/reserve.php,830,0,0
1708703712646,930,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-16,,true,,2458,626,100,100,null,0,4086,0
1708703716730,930,B_1-127,200,OK,Thread Group 1-16,text,true,,2458,626,100,100,https://blazedemo.com/reserve.php,930,0,0
1708703713184,435,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-18,,true,,2409,626,100,100,null,0,4051,0
1708703717233,435,B_1-127,200,OK,Thread Group 1-18,text,true,,2409,626,100,100,https://blazedemo.com/reserve.php,435,0,0
1708703713159,459,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-77,,true,,2269,626,100,100,null,0,4066,0
1708703717223,459,B_1-127,200,OK,Thread Group 1-77,text,true,,2269,626,100,100,https://blazedemo.com/reserve.php,459,0,0
1708703712986,682,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-23,,true,,2336,626,100,100,null,0,4029,0
1708703717013,682,B_1-127,200,OK,Thread Group 1-23,text,true,,2336,626,100,100,https://blazedemo.com/reserve.php,682,0,0
1708703712958,673,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-98,,true,,2487,626,100,100,null,0,4091,0
1708703717048,673,B_1-127,200,OK,Thread Group 1-98,text,true,,2487,626,100,100,https://blazedemo.com/reserve.php,670,0,0
1708703713305,386,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-35,,true,,2332,626,100,100,null,0,4037,0
1708703717340,386,B_1-127,200,OK,Thread Group 1-35,text,true,,2332,626,100,100,https://blazedemo.com/reserve.php,381,0,0
1708703713207,463,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-63,,true,,2244,626,100,100,null,0,4058,0
1708703717264,463,B_1-127,200,OK,Thread Group 1-63,text,true,,2244,626,100,100,https://blazedemo.com/reserve.php,454,0,0
1708703713245,447,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-31,,true,,2335,626,100,100,null,0,4036,0
1708703717280,447,B_1-127,200,OK,Thread Group 1-31,text,true,,2335,626,100,100,https://blazedemo.com/reserve.php,447,0,0
1708703712862,853,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-58,,true,,2400,626,100,100,null,0,4014,0
1708703716874,853,B_1-127,200,OK,Thread Group 1-58,text,true,,2400,626,100,100,https://blazedemo.com/reserve.php,853,0,0
1708703712722,942,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-97,,true,,2283,626,100,100,null,0,4086,0
1708703716807,942,B_1-127,200,OK,Thread Group 1-97,text,true,,2283,626,100,100,https://blazedemo.com/reserve.php,939,0,0
1708703712870,820,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-41,,true,,2260,626,100,100,null,0,4074,0
1708703716942,820,B_1-127,200,OK,Thread Group 1-41,text,true,,2260,626,100,100,https://blazedemo.com/reserve.php,819,0,0
1708703713335,387,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-61,,true,,2327,626,100,100,null,0,4045,0
1708703717379,387,B_1-127,200,OK,Thread Group 1-61,text,true,,2327,626,100,100,https://blazedemo.com/reserve.php,383,0,0
1708703713297,452,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-67,,true,,2329,626,100,100,null,0,4020,0
1708703717316,452,B_1-127,200,OK,Thread Group 1-67,text,true,,2329,626,100,100,https://blazedemo.com/reserve.php,450,0,0
1708703713368,392,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-88,,true,,2397,626,100,100,null,0,4012,0
1708703717379,392,B_1-127,200,OK,Thread Group 1-88,text,true,,2397,626,100,100,https://blazedemo.com/reserve.php,392,0,0
1708703712774,937,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-45,,true,,2375,626,100,100,null,0,4067,0
1708703716839,937,B_1-127,200,OK,Thread Group 1-45,text,true,,2375,626,100,100,https://blazedemo.com/reserve.php,936,0,0
1708703712770,935,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-10,,true,,2278,626,100,100,null,0,4076,0
1708703716844,935,B_1-127,200,OK,Thread Group 1-10,text,true,,2278,626,100,100,https://blazedemo.com/reserve.php,935,0,0
1708703713369,387,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-78,,true,,2459,626,100,100,null,0,4064,0
1708703717431,387,B_1-127,200,OK,Thread Group 1-78,text,true,,2459,626,100,100,https://blazedemo.com/reserve.php,387,0,0
1708703713321,501,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-52,,true,,2287,626,100,100,null,0,4020,0
1708703717340,501,B_1-127,200,OK,Thread Group 1-52,text,true,,2287,626,100,100,https://blazedemo.com/reserve.php,501,0,0
1708703713382,407,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-9,,true,,2454,626,100,100,null,0,4056,0
1708703717436,407,B_1-127,200,OK,Thread Group 1-9,text,true,,2454,626,100,100,https://blazedemo.com/reserve.php,405,0,0
1708703713428,402,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-92,,true,,2274,626,100,100,null,0,4031,0
1708703717458,402,B_1-127,200,OK,Thread Group 1-92,text,true,,2274,626,100,100,https://blazedemo.com/reserve.php,402,0,0
1708703713335,513,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-38,,true,,2272,626,100,100,null,0,4018,0
1708703717352,513,B_1-127,200,OK,Thread Group 1-38,text,true,,2272,626,100,100,https://blazedemo.com/reserve.php,511,0,0
1708703713370,469,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-94,,true,,2380,626,100,100,null,0,4028,0
1708703717397,469,B_1-127,200,OK,Thread Group 1-94,text,true,,2380,626,100,100,https://blazedemo.com/reserve.php,467,0,0
1708703713306,517,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-39,,true,,2491,626,100,100,null,0,4053,0
1708703717358,517,B_1-127,200,OK,Thread Group 1-39,text,true,,2491,626,100,100,https://blazedemo.com/reserve.php,513,0,0
1708703713335,494,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-17,,true,,2318,626,100,100,null,0,4071,0
1708703717404,494,B_1-127,200,OK,Thread Group 1-17,text,true,,2318,626,100,100,https://blazedemo.com/reserve.php,494,0,0
1708703712863,1045,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-89,,true,,2478,626,100,100,null,0,4006,0
1708703713421,455,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-69,,true,,2325,626,100,100,null,0,4038,0
1708703716867,1045,B_1-127,200,OK,Thread Group 1-89,text,true,,2478,626,100,100,https://blazedemo.com/reserve.php,520,0,0
1708703717457,455,B_1-127,200,OK,Thread Group 1-69,text,true,,2325,626,100,100,https://blazedemo.com/reserve.php,441,0,0
1708703713448,377,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-47,,true,,2487,626,100,100,null,0,4097,0
1708703717544,377,B_1-127,200,OK,Thread Group 1-47,text,true,,2487,626,100,100,https://blazedemo.com/reserve.php,371,0,0
1708703713506,386,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-91,,true,,2328,626,100,100,null,0,4064,0
1708703717569,386,B_1-127,200,OK,Thread Group 1-91,text,true,,2328,626,100,100,https://blazedemo.com/reserve.php,382,0,0
1708703713645,413,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-34,,true,,2394,626,100,100,null,0,4045,0
1708703717689,413,B_1-127,200,OK,Thread Group 1-34,text,true,,2394,626,100,100,https://blazedemo.com/reserve.php,408,0,0
1708703713660,446,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,2475,626,100,100,null,0,4067,0
1708703717726,446,B_1-127,200,OK,Thread Group 1-2,text,true,,2475,626,100,100,https://blazedemo.com/reserve.php,441,0,0
1708703713652,478,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-13,,true,,2332,626,100,100,null,0,4088,0
1708703717739,478,B_1-127,200,OK,Thread Group 1-13,text,true,,2332,626,100,100,https://blazedemo.com/reserve.php,397,0,0
1708703713873,390,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-12,,true,,2328,626,100,100,null,0,4067,0
1708703717939,390,B_1-127,200,OK,Thread Group 1-12,text,true,,2328,626,100,100,https://blazedemo.com/reserve.php,390,0,0
1708703713910,455,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-56,,true,,2371,626,100,100,null,0,4046,0
1708703717955,455,B_1-127,200,OK,Thread Group 1-56,text,true,,2371,626,100,100,https://blazedemo.com/reserve.php,454,0,0
1708703713990,384,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,2291,626,100,100,null,0,4051,0
1708703718040,384,B_1-127,200,OK,Thread Group 1-4,text,true,,2291,626,100,100,https://blazedemo.com/reserve.php,382,0,0
1708703713999,402,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-81,,true,,2385,626,100,100,null,0,4056,0
1708703718054,402,B_1-127,200,OK,Thread Group 1-81,text,true,,2385,626,100,100,https://blazedemo.com/reserve.php,399,0,0
1708703714129,386,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-27,,true,,2260,626,100,100,null,0,4085,0
1708703718213,386,B_1-127,200,OK,Thread Group 1-27,text,true,,2260,626,100,100,https://blazedemo.com/reserve.php,380,0,0
1708703715722,441,B_1,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-25,,true,,2394,626,100,100,null,0,4002,0
1708703719723,441,B_1-127,200,OK,Thread Group 1-25,text,true,,2394,626,100,100,https://blazedemo.com/reserve.php,441,0,0
1708703716772,492,B_2,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-60,,true,,2490,684,100,100,null,0,4083,0
1708703720855,492,B_2-134,200,OK,Thread Group 1-60,text,true,,2490,684,100,100,https://blazedemo.com/purchase.php,481,0,0
1708703716829,489,B_2,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-64,,true,,2492,684,100,100,null,0,4095,0
